seconds,hours,Date & Time, Pressure (mBar), Weight (g),dv,dt,Flux (LMH),,,Surface area (m2),0.011545353,
21508,5.974444444,10-08-22 11:35:29,91,527.59,0.32,0.001388888,19.9560938,,,,,
21514,5.976111111,10-08-22 11:35:34,83.56,527.94,0.35,0.001666667,18.18913272,,,,,
21519,5.9775,10-08-22 11:35:39,86.04,528.36,0.42,0.001388889,26.19235426,,,,,
21524,5.978888889,10-08-22 11:35:44,89.76,528.65,0.29,0.001388889,18.08519699,,,,,
21529,5.980277778,10-08-22 11:35:49,77.35,529.08,0.43,0.001388889,26.81598174,,,,,
21534,5.981666667,10-08-22 11:35:54,89.76,529.41,0.33,0.001388889,20.57970692,,,,,
21539,5.983055556,10-08-22 11:36:00,84.8,529.75,0.34,0.001388889,21.2033344,,,,,
21545,5.984722222,10-08-22 11:36:05,86.04,530.18,0.43,0.001666666,22.34666218,,,,,
21550,5.986111111,10-08-22 11:36:10,89.76,530.47,0.29,0.001388889,18.08519699,,,,,
21555,5.9875,10-08-22 11:36:15,78.59,530.87,0.4,0.001388889,24.94509929,,,,,
21560,5.988888889,10-08-22 11:36:20,91,531.22,0.35,0.001388889,21.82696188,,,,,
21565,5.990277778,10-08-22 11:36:26,86.04,531.56,0.34,0.001388889,21.2033344,,,,,
21571,5.991944444,10-08-22 11:36:31,79.83,531.99,0.43,0.001666666,22.34666218,,,,,
21576,5.993333333,10-08-22 11:36:36,91,532.29,0.3,0.001388889,18.70882447,,,,,
21581,5.994722222,10-08-22 11:36:41,79.83,532.69,0.4,0.001388889,24.94509929,,,,,
21586,5.996111111,10-08-22 11:36:46,91,533.05,0.36,0.001388889,22.45058936,,,,,
21591,5.9975,10-08-22 11:36:51,87.28,533.37,0.32,0.001388889,19.95607943,,,,,
21596,5.998888889,10-08-22 11:36:57,78.59,533.81,0.44,0.001388889,27.43960922,,,,,
21602,6.000555556,10-08-22 11:37:02,92.25,534.12,0.31,0.001666667,16.11037469,,,,,
21607,6.001944444,10-08-22 11:37:07,82.32,534.49,0.37,0.001388888,23.07423346,,,,,
21612,6.003333333,10-08-22 11:37:12,89.76,534.88,0.39,0.001388889,24.32147181,,,,,
21617,6.004722222,10-08-22 11:37:17,88.52,535.19,0.31,0.001388889,19.33245195,,,,,
21622,6.006111111,10-08-22 11:37:23,77.35,535.61,0.42,0.001388889,26.19235426,,,,,
21628,6.007777778,10-08-22 11:37:28,93.49,535.93,0.32,0.001666667,16.6300642,,,,,
21633,6.009166667,10-08-22 11:37:33,83.56,536.3,0.37,0.001388889,23.07421685,,,,,
21638,6.010555556,10-08-22 11:37:38,88.52,536.7,0.4,0.001388889,24.94509929,,,,,
21643,6.011944444,10-08-22 11:37:43,89.76,537.01,0.31,0.001388888,19.33246587,,,,,
21648,6.013333333,10-08-22 11:37:48,78.59,537.42,0.41,0.001388889,25.56872678,,,,,
21653,6.014722222,10-08-22 11:37:54,92.25,537.75,0.33,0.001388889,20.57970692,,,,,
21659,6.016388889,10-08-22 11:37:59,84.8,538.11,0.36,0.001666667,18.70882222,,,,,
21664,6.017777778,10-08-22 11:38:04,89.76,538.52,0.41,0.001388889,25.56872678,,,,,
21669,6.019166667,10-08-22 11:38:09,91,538.82,0.3,0.001388889,18.70882447,,,,,
21674,6.020555556,10-08-22 11:38:14,77.35,539.23,0.41,0.001388889,25.56872678,,,,,
21679,6.021944444,10-08-22 11:38:19,93.49,539.58,0.35,0.001388888,21.8269776,,,,,
21684,6.023333333,10-08-22 11:38:25,86.04,539.91,0.33,0.001388889,20.57970692,,,,,
21690,6.025,10-08-22 11:38:30,83.56,540.33,0.42,0.001666667,21.82695926,,,,,
21695,6.026388889,10-08-22 11:38:35,92.25,540.64,0.31,0.001388889,19.33245195,,,,,
21700,6.027777778,10-08-22 11:38:40,79.83,541.03,0.39,0.001388889,24.32147181,,,,,
21705,6.029166667,10-08-22 11:38:45,92.25,541.39,0.36,0.001388889,22.45058936,,,,,
21710,6.030555556,10-08-22 11:38:51,87.28,541.74,0.35,0.001388889,21.82696188,,,,,
21716,6.032222222,10-08-22 11:38:56,79.83,542.16,0.42,0.001666666,21.82697236,,,,,
21721,6.033611111,10-08-22 11:39:01,91,542.47,0.31,0.001388889,19.33245195,,,,,
21726,6.035,10-08-22 11:39:06,81.07,542.85,0.38,0.001388889,23.69784433,,,,,
21731,6.036388889,10-08-22 11:39:11,91,543.23,0.38,0.001388889,23.69784433,,,,,
21736,6.037777778,10-08-22 11:39:16,88.52,543.55,0.32,0.001388889,19.95607943,,,,,
21741,6.039166667,10-08-22 11:39:22,78.59,543.97,0.42,0.001388889,26.19235426,,,,,
21747,6.040833333,10-08-22 11:39:27,92.25,544.29,0.32,0.001666666,16.63007418,,,,,
21752,6.042222222,10-08-22 11:39:32,83.56,544.65,0.36,0.001388889,22.45058936,,,,,
21757,6.043611111,10-08-22 11:39:37,89.76,545.05,0.4,0.001388889,24.94509929,,,,,
21762,6.045,10-08-22 11:39:42,89.76,545.36,0.31,0.001388889,19.33245195,,,,,
21767,6.046388889,10-08-22 11:39:48,78.59,545.78,0.42,0.001388889,26.19235426,,,,,
21773,6.048055556,10-08-22 11:39:53,92.25,546.1,0.32,0.001666667,16.6300642,,,,,
21778,6.049444444,10-08-22 11:39:58,84.8,546.46,0.36,0.001388888,22.45060553,,,,,
21783,6.050833333,10-08-22 11:40:03,88.52,546.87,0.41,0.001388889,25.56872678,,,,,
21788,6.052222222,10-08-22 11:40:08,88.52,547.17,0.3,0.001388889,18.70882447,,,,,
21793,6.053611111,10-08-22 11:40:13,79.83,547.59,0.42,0.001388889,26.19235426,,,,,
21798,6.055,10-08-22 11:40:19,92.25,547.93,0.34,0.001388889,21.2033344,,,,,
21804,6.056666667,10-08-22 11:40:24,84.8,548.27,0.34,0.001666667,17.66944321,,,,,
21809,6.058055556,10-08-22 11:40:29,86.04,548.69,0.42,0.001388889,26.19235426,,,,,
21814,6.059444444,10-08-22 11:40:34,89.76,549,0.31,0.001388888,19.33246587,,,,,
21819,6.060833333,10-08-22 11:40:39,78.59,549.4,0.4,0.001388889,24.94509929,,,,,
21824,6.062222222,10-08-22 11:40:45,92.25,549.75,0.35,0.001388889,21.82696188,,,,,
21829,6.063611111,10-08-22 11:40:50,87.28,550.08,0.33,0.001388889,20.57970692,,,,,
21835,6.065277778,10-08-22 11:40:55,82.32,550.51,0.43,0.001666667,22.34664877,,,,,
21840,6.066666667,10-08-22 11:41:00,89.76,550.81,0.3,0.001388889,18.70882447,,,,,
21845,6.068055556,10-08-22 11:41:05,81.07,551.21,0.4,0.001388889,24.94509929,,,,,
21850,6.069444444,10-08-22 11:41:10,91,551.58,0.37,0.001388888,23.07423346,,,,,
21855,6.070833333,10-08-22 11:41:16,87.28,551.9,0.32,0.001388889,19.95607943,,,,,
21861,6.0725,10-08-22 11:41:21,79.83,552.32,0.42,0.001666667,21.82695926,,,,,
21866,6.073888889,10-08-22 11:41:26,92.25,552.63,0.31,0.001388889,19.33245195,,,,,
21871,6.075277778,10-08-22 11:41:31,82.32,553.01,0.38,0.001388889,23.69784433,,,,,
21876,6.076666667,10-08-22 11:41:36,91,553.39,0.38,0.001388889,23.69784433,,,,,
21881,6.078055556,10-08-22 11:41:42,89.76,553.7,0.31,0.001388889,19.33245195,,,,,
21886,6.079444444,10-08-22 11:41:47,78.59,554.15,0.45,0.001388888,28.06325691,,,,,
21892,6.081111111,10-08-22 11:41:52,92.25,554.45,0.3,0.001666667,15.59068519,,,,,
21897,6.0825,10-08-22 11:41:57,83.56,554.81,0.36,0.001388889,22.45058936,,,,,
21902,6.083888889,10-08-22 11:42:02,89.76,555.22,0.41,0.001388889,25.56872678,,,,,
21907,6.085277778,10-08-22 11:42:07,89.76,555.53,0.31,0.001388889,19.33245195,,,,,
21912,6.086666667,10-08-22 11:42:13,77.35,555.95,0.42,0.001388889,26.19235426,,,,,
21918,6.088333333,10-08-22 11:42:18,93.49,556.26,0.31,0.001666666,16.11038436,,,,,
21923,6.089722222,10-08-22 11:42:23,86.04,556.61,0.35,0.001388889,21.82696188,,,,,
21928,6.091111111,10-08-22 11:42:28,88.52,557.03,0.42,0.001388889,26.19235426,,,,,
21933,6.0925,10-08-22 11:42:33,91,557.33,0.3,0.001388889,18.70882447,,,,,
21938,6.093888889,10-08-22 11:42:39,78.59,557.75,0.42,0.001388889,26.19235426,,,,,
21944,6.095555556,10-08-22 11:42:44,93.49,558.08,0.33,0.001666667,17.14975371,,,,,
21949,6.096944444,10-08-22 11:42:49,86.04,558.42,0.34,0.001388888,21.20334967,,,,,
21954,6.098333333,10-08-22 11:42:54,84.8,558.84,0.42,0.001388889,26.19235426,,,,,
21959,6.099722222,10-08-22 11:42:59,92.25,559.15,0.31,0.001388889,19.33245195,,,,,
21964,6.101111111,10-08-22 11:43:04,79.83,559.56,0.41,0.001388889,25.56872678,,,,,
21969,6.1025,10-08-22 11:43:10,91,559.91,0.35,0.001388889,21.82696188,,,,,
21975,6.104166667,10-08-22 11:43:15,88.52,560.24,0.33,0.001666667,17.14975371,,,,,
21980,6.105555556,10-08-22 11:43:20,81.07,560.67,0.43,0.001388889,26.81598174,,,,,
21985,6.106944444,10-08-22 11:43:25,91,560.98,0.31,0.001388888,19.33246587,,,,,
21990,6.108333333,10-08-22 11:43:30,81.07,561.36,0.38,0.001388889,23.69784433,,,,,
21995,6.109722222,10-08-22 11:43:36,91,561.74,0.38,0.001388889,23.69784433,,,,,
22001,6.111388889,10-08-22 11:43:41,88.52,562.06,0.32,0.001666667,16.6300642,,,,,
22006,6.112777778,10-08-22 11:43:46,78.59,562.49,0.43,0.001388889,26.81598174,,,,,
22011,6.114166667,10-08-22 11:43:51,93.49,562.8,0.31,0.001388889,19.33245195,,,,,
22016,6.115555556,10-08-22 11:43:56,83.56,563.18,0.38,0.001388889,23.69784433,,,,,
22021,6.116944444,10-08-22 11:44:01,89.76,563.57,0.39,0.001388888,24.32148932,,,,,
22026,6.118333333,10-08-22 11:44:07,89.76,563.88,0.31,0.001388889,19.33245195,,,,,
22032,6.12,10-08-22 11:44:12,78.59,564.3,0.42,0.001666667,21.82695926,,,,,
22037,6.121388889,10-08-22 11:44:17,58.73,564.55,0.25,0.001388889,15.59068706,,,,,
22042,6.122777778,10-08-22 11:44:22,0.4,563.28,-1.27,0.001388889,-79.20069026,,,,,
22047,6.124166667,10-08-22 11:44:27,-0.84,561.02,-2.26,0.001388889,-140.939811,,,,,
22052,6.125555556,10-08-22 11:44:33,-0.84,558.75,-2.27,0.001388889,-141.5634385,,,,,
22058,6.127222222,10-08-22 11:44:38,-2.09,556.52,-2.23,0.001666666,-115.8908294,,,,,
22063,6.128611111,10-08-22 11:44:43,-2.09,554.26,-2.26,0.001388889,-140.939811,,,,,
22068,6.13,10-08-22 11:44:48,-0.84,552.02,-2.24,0.001388889,-139.692556,,,,,
22073,6.131388889,10-08-22 11:44:53,50.04,550.1,-1.92,0.001388889,-119.7364766,,,,,
22078,6.132777778,10-08-22 11:44:58,84.8,550.02,-0.08,0.001388889,-4.989019859,,,,,
22083,6.134166667,10-08-22 11:45:04,81.07,550.37,0.35,0.001388889,21.82696188,,,,,
22089,6.135833333,10-08-22 11:45:09,86.04,550.77,0.4,0.001666666,20.78759272,,,,,
22094,6.137222222,10-08-22 11:45:14,88.52,551.07,0.3,0.001388889,18.70882447,,,,,
22099,6.138611111,10-08-22 11:45:19,74.87,551.52,0.45,0.001388889,28.0632367,,,,,
22104,6.14,10-08-22 11:45:24,89.76,551.83,0.31,0.001388889,19.33245195,,,,,
22109,6.141388889,10-08-22 11:45:30,82.32,552.2,0.37,0.001388889,23.07421685,,,,,
22115,6.143055556,10-08-22 11:45:35,86.04,552.62,0.42,0.001666667,21.82695926,,,,,
22120,6.144444444,10-08-22 11:45:40,87.28,552.92,0.3,0.001388888,18.70883794,,,,,
22125,6.145833333,10-08-22 11:45:45,76.11,553.36,0.44,0.001388889,27.43960922,,,,,
22130,6.147222222,10-08-22 11:45:50,89.76,553.69,0.33,0.001388889,20.57970692,,,,,
22135,6.148611111,10-08-22 11:45:55,84.8,554.03,0.34,0.001388889,21.2033344,,,,,
22140,6.15,10-08-22 11:46:01,83.56,554.47,0.44,0.001388889,27.43960922,,,,,
22146,6.151666667,10-08-22 11:46:06,88.52,554.76,0.29,0.001666667,15.07099568,,,,,
22151,6.153055556,10-08-22 11:46:11,76.11,555.2,0.44,0.001388889,27.43960922,,,,,
22156,6.154444444,10-08-22 11:46:16,89.76,555.54,0.34,0.001388888,21.20334967,,,,,
22161,6.155833333,10-08-22 11:46:21,84.8,555.87,0.33,0.001388889,20.57970692,,,,,
22166,6.157222222,10-08-22 11:46:27,81.07,556.32,0.45,0.001388889,28.0632367,,,,,
22172,6.158888889,10-08-22 11:46:32,88.52,556.61,0.29,0.001666667,15.07099568,,,,,
22177,6.160277778,10-08-22 11:46:37,78.59,557.03,0.42,0.001388889,26.19235426,,,,,
22182,6.161666667,10-08-22 11:46:42,89.76,557.39,0.36,0.001388889,22.45058936,,,,,
22187,6.163055556,10-08-22 11:46:47,86.04,557.72,0.33,0.001388889,20.57970692,,,,,
22192,6.164444444,10-08-22 11:46:52,78.59,558.17,0.45,0.001388888,28.06325691,,,,,
22197,6.165833333,10-08-22 11:46:58,89.76,558.47,0.3,0.001388889,18.70882447,,,,,
22203,6.1675,10-08-22 11:47:03,81.07,558.86,0.39,0.001666667,20.26789074,,,,,
22208,6.168888889,10-08-22 11:47:08,89.76,559.24,0.38,0.001388889,23.69784433,,,,,
22213,6.170277778,10-08-22 11:47:13,87.28,559.56,0.32,0.001388889,19.95607943,,,,,
22218,6.171666667,10-08-22 11:47:18,76.11,560.01,0.45,0.001388889,28.0632367,,,,,
22223,6.173055556,10-08-22 11:47:24,91,560.32,0.31,0.001388889,19.33245195,,,,,
22229,6.174722222,10-08-22 11:47:29,81.07,560.7,0.38,0.001666666,19.74821309,,,,,
22234,6.176111111,10-08-22 11:47:34,87.28,561.1,0.4,0.001388889,24.94509929,,,,,
22239,6.1775,10-08-22 11:47:39,87.28,561.4,0.3,0.001388889,18.70882447,,,,,
22244,6.178888889,10-08-22 11:47:44,76.11,561.84,0.44,0.001388889,27.43960922,,,,,
22249,6.180277778,10-08-22 11:47:49,91,562.15,0.31,0.001388889,19.33245195,,,,,
22254,6.181666667,10-08-22 11:47:55,83.56,562.52,0.37,0.001388889,23.07421685,,,,,
22260,6.183333333,10-08-22 11:48:00,86.04,562.93,0.41,0.001666666,21.30728254,,,,,
22265,6.184722222,10-08-22 11:48:05,88.52,563.24,0.31,0.001388889,19.33245195,,,,,
22270,6.186111111,10-08-22 11:48:10,76.11,563.66,0.42,0.001388889,26.19235426,,,,,
22275,6.1875,10-08-22 11:48:15,91,563.99,0.33,0.001388889,20.57970692,,,,,
22280,6.188888889,10-08-22 11:48:21,84.8,564.34,0.35,0.001388889,21.82696188,,,,,
22286,6.190555556,10-08-22 11:48:26,84.8,564.76,0.42,0.001666667,21.82695926,,,,,
22291,6.191944444,10-08-22 11:48:31,89.76,565.06,0.3,0.001388888,18.70883794,,,,,
22296,6.193333333,10-08-22 11:48:36,79.83,565.48,0.42,0.001388889,26.19235426,,,,,
22301,6.194722222,10-08-22 11:48:41,92.25,565.82,0.34,0.001388889,21.2033344,,,,,
22306,6.196111111,10-08-22 11:48:46,84.8,566.15,0.33,0.001388889,20.57970692,,,,,
22311,6.1975,10-08-22 11:48:52,81.07,566.58,0.43,0.001388889,26.81598174,,,,,
22317,6.199166667,10-08-22 11:48:57,88.52,566.88,0.3,0.001666667,15.59068519,,,,,
22322,6.200555556,10-08-22 11:49:02,78.59,567.27,0.39,0.001388889,24.32147181,,,,,
22327,6.201944444,10-08-22 11:49:07,89.76,567.63,0.36,0.001388888,22.45060553,,,,,
22332,6.203333333,10-08-22 11:49:12,86.04,567.95,0.32,0.001388889,19.95607943,,,,,
22337,6.204722222,10-08-22 11:49:18,79.83,568.39,0.44,0.001388889,27.43960922,,,,,
22342,6.206111111,10-08-22 11:49:23,89.76,568.69,0.3,0.001388889,18.70882447,,,,,
22348,6.207777778,10-08-22 11:49:28,82.32,569.07,0.38,0.001666667,19.74820124,,,,,
22353,6.209166667,10-08-22 11:49:33,89.76,569.45,0.38,0.001388889,23.69784433,,,,,
22358,6.210555556,10-08-22 11:49:38,86.04,569.77,0.32,0.001388889,19.95607943,,,,,
22363,6.211944444,10-08-22 11:49:43,79.83,570.19,0.42,0.001388888,26.19237312,,,,,
22368,6.213333333,10-08-22 11:49:49,91,570.5,0.31,0.001388889,19.33245195,,,,,
22374,6.215,10-08-22 11:49:54,82.32,570.86,0.36,0.001666667,18.70882222,,,,,
22379,6.216388889,10-08-22 11:49:59,88.52,571.28,0.42,0.001388889,26.19235426,,,,,
22384,6.217777778,10-08-22 11:50:04,88.52,571.57,0.29,0.001388889,18.08519699,,,,,
22389,6.219166667,10-08-22 11:50:09,77.35,572,0.43,0.001388889,26.81598174,,,,,
22394,6.220555556,10-08-22 11:50:15,92.25,572.32,0.32,0.001388889,19.95607943,,,,,
22399,6.221944444,10-08-22 11:50:20,83.56,572.69,0.37,0.001388888,23.07423346,,,,,
22405,6.223611111,10-08-22 11:50:25,87.28,573.09,0.4,0.001666667,20.78758025,,,,,
22410,6.225,10-08-22 11:50:30,88.52,573.39,0.3,0.001388889,18.70882447,,,,,
22415,6.226388889,10-08-22 11:50:35,77.35,573.82,0.43,0.001388889,26.81598174,,,,,
22420,6.227777778,10-08-22 11:50:40,91,574.15,0.33,0.001388889,20.57970692,,,,,
22425,6.229166667,10-08-22 11:50:46,84.8,574.49,0.34,0.001388889,21.2033344,,,,,
22431,6.230833333,10-08-22 11:50:51,84.8,574.93,0.44,0.001666666,22.86635199,,,,,
22436,6.232222222,10-08-22 11:50:56,89.76,575.23,0.3,0.001388889,18.70882447,,,,,
22441,6.233611111,10-08-22 11:51:01,78.59,575.62,0.39,0.001388889,24.32147181,,,,,
22446,6.235,10-08-22 11:51:06,92.25,575.97,0.35,0.001388889,21.82696188,,,,,
22451,6.236388889,10-08-22 11:51:11,86.04,576.3,0.33,0.001388889,20.57970692,,,,,
22456,6.237777778,10-08-22 11:51:17,82.32,576.74,0.44,0.001388889,27.43960922,,,,,
22462,6.239444444,10-08-22 11:51:22,89.76,577.04,0.3,0.001666666,15.59069454,,,,,
22467,6.240833333,10-08-22 11:51:27,79.83,577.42,0.38,0.001388889,23.69784433,,,,,
22472,6.242222222,10-08-22 11:51:32,91,577.8,0.38,0.001388889,23.69784433,,,,,
22477,6.243611111,10-08-22 11:51:37,87.28,578.11,0.31,0.001388889,19.33245195,,,,,
22482,6.245,10-08-22 11:51:43,79.83,578.55,0.44,0.001388889,27.43960922,,,,,
22488,6.246666667,10-08-22 11:51:48,89.76,578.86,0.31,0.001666667,16.11037469,,,,,
22493,6.248055556,10-08-22 11:51:53,82.32,579.23,0.37,0.001388889,23.07421685,,,,,
22498,6.249444444,10-08-22 11:51:58,89.76,579.62,0.39,0.001388888,24.32148932,,,,,
22503,6.250833333,10-08-22 11:52:03,87.28,579.93,0.31,0.001388889,19.33245195,,,,,
22508,6.252222222,10-08-22 11:52:08,77.35,580.36,0.43,0.001388889,26.81598174,,,,,
22513,6.253611111,10-08-22 11:52:14,92.25,580.67,0.31,0.001388889,19.33245195,,,,,
22519,6.255277778,10-08-22 11:52:19,83.56,581.04,0.37,0.001666667,19.22851173,,,,,
22524,6.256666667,10-08-22 11:52:24,88.52,581.44,0.4,0.001388889,24.94509929,,,,,
22529,6.258055556,10-08-22 11:52:29,92.25,581.74,0.3,0.001388889,18.70882447,,,,,
22534,6.259444444,10-08-22 11:52:34,77.35,582.17,0.43,0.001388888,26.81600105,,,,,
22539,6.260833333,10-08-22 11:52:40,91,582.49,0.32,0.001388889,19.95607943,,,,,
22544,6.262222222,10-08-22 11:52:45,84.8,582.84,0.35,0.001388889,21.82696188,,,,,
22550,6.263888889,10-08-22 11:52:50,87.28,583.26,0.42,0.001666667,21.82695926,,,,,
22555,6.265277778,10-08-22 11:52:55,89.76,583.56,0.3,0.001388889,18.70882447,,,,,
22560,6.266666667,10-08-22 11:53:00,78.59,583.98,0.42,0.001388889,26.19235426,,,,,
22565,6.268055556,10-08-22 11:53:05,91,584.32,0.34,0.001388889,21.2033344,,,,,
22570,6.269444444,10-08-22 11:53:11,86.04,584.65,0.33,0.001388888,20.57972173,,,,,
22576,6.271111111,10-08-22 11:53:16,84.8,585.08,0.43,0.001666667,22.34664877,,,,,
22581,6.2725,10-08-22 11:53:21,91,585.38,0.3,0.001388889,18.70882447,,,,,
22586,6.273888889,10-08-22 11:53:26,78.59,585.79,0.41,0.001388889,25.56872678,,,,,
22591,6.275277778,10-08-22 11:53:31,91,586.14,0.35,0.001388889,21.82696188,,,,,
22596,6.276666667,10-08-22 11:53:37,87.28,586.47,0.33,0.001388889,20.57970692,,,,,
22602,6.278333333,10-08-22 11:53:42,81.07,586.9,0.43,0.001666666,22.34666218,,,,,
22607,6.279722222,10-08-22 11:53:47,91,587.2,0.3,0.001388889,18.70882447,,,,,
22612,6.281111111,10-08-22 11:53:52,81.07,587.6,0.4,0.001388889,24.94509929,,,,,
22617,6.2825,10-08-22 11:53:57,91,587.97,0.37,0.001388889,23.07421685,,,,,
22622,6.283888889,10-08-22 11:54:02,87.28,588.29,0.32,0.001388889,19.95607943,,,,,
22627,6.285277778,10-08-22 11:54:08,78.59,588.71,0.42,0.001388889,26.19235426,,,,,
22633,6.286944444,10-08-22 11:54:13,92.25,589.02,0.31,0.001666666,16.11038436,,,,,
22638,6.288333333,10-08-22 11:54:18,82.32,589.41,0.39,0.001388889,24.32147181,,,,,
22643,6.289722222,10-08-22 11:54:23,89.76,589.8,0.39,0.001388889,24.32147181,,,,,
22648,6.291111111,10-08-22 11:54:28,88.52,590.11,0.31,0.001388889,19.33245195,,,,,
22653,6.2925,10-08-22 11:54:34,77.35,590.54,0.43,0.001388889,26.81598174,,,,,
22659,6.294166667,10-08-22 11:54:39,92.25,590.85,0.31,0.001666667,16.11037469,,,,,
22664,6.295555556,10-08-22 11:54:44,84.8,591.21,0.36,0.001388889,22.45058936,,,,,
22669,6.296944444,10-08-22 11:54:49,87.28,591.62,0.41,0.001388888,25.56874519,,,,,
22674,6.298333333,10-08-22 11:54:54,88.52,591.92,0.3,0.001388889,18.70882447,,,,,
22679,6.299722222,10-08-22 11:54:59,76.11,592.34,0.42,0.001388889,26.19235426,,,,,
22684,6.301111111,10-08-22 11:55:05,92.25,592.68,0.34,0.001388889,21.2033344,,,,,
22690,6.302777778,10-08-22 11:55:10,84.8,593.02,0.34,0.001666667,17.66944321,,,,,
22695,6.304166667,10-08-22 11:55:15,84.8,593.44,0.42,0.001388889,26.19235426,,,,,
22700,6.305555556,10-08-22 11:55:20,91,593.74,0.3,0.001388889,18.70882447,,,,,
22705,6.306944444,10-08-22 11:55:25,77.35,594.16,0.42,0.001388888,26.19237312,,,,,
22710,6.308333333,10-08-22 11:55:31,92.25,594.5,0.34,0.001388889,21.2033344,,,,,
22716,6.31,10-08-22 11:55:36,86.04,594.83,0.33,0.001666667,17.14975371,,,,,
22721,6.311388889,10-08-22 11:55:41,82.32,595.27,0.44,0.001388889,27.43960922,,,,,
22726,6.312777778,10-08-22 11:55:46,91,595.56,0.29,0.001388889,18.08519699,,,,,
22731,6.314166667,10-08-22 11:55:51,79.83,595.95,0.39,0.001388889,24.32147181,,,,,
22736,6.315555556,10-08-22 11:55:56,92.25,596.32,0.37,0.001388889,23.07421685,,,,,
22741,6.316944444,10-08-22 11:56:02,87.28,596.64,0.32,0.001388888,19.9560938,,,,,
22747,6.318611111,10-08-22 11:56:07,79.83,597.07,0.43,0.001666667,22.34664877,,,,,
22752,6.32,10-08-22 11:56:12,91,597.38,0.31,0.001388889,19.33245195,,,,,
22757,6.321388889,10-08-22 11:56:17,81.07,597.76,0.38,0.001388889,23.69784433,,,,,
22762,6.322777778,10-08-22 11:56:22,89.76,598.14,0.38,0.001388889,23.69784433,,,,,
22767,6.324166667,10-08-22 11:56:28,87.28,598.46,0.32,0.001388889,19.95607943,,,,,
22773,6.325833333,10-08-22 11:56:33,77.35,598.89,0.43,0.001666666,22.34666218,,,,,
22778,6.327222222,10-08-22 11:56:38,91,599.2,0.31,0.001388889,19.33245195,,,,,
22783,6.328611111,10-08-22 11:56:43,82.32,599.57,0.37,0.001388889,23.07421685,,,,,
22788,6.33,10-08-22 11:56:48,87.28,599.97,0.4,0.001388889,24.94509929,,,,,
22793,6.331388889,10-08-22 11:56:54,88.52,600.28,0.31,0.001388889,19.33245195,,,,,
22798,6.332777778,10-08-22 11:56:59,77.35,600.69,0.41,0.001388889,25.56872678,,,,,
22804,6.334444444,10-08-22 11:57:04,92.25,601.03,0.34,0.001666666,17.66945381,,,,,
22809,6.335833333,10-08-22 11:57:09,84.8,601.37,0.34,0.001388889,21.2033344,,,,,
22814,6.337222222,10-08-22 11:57:14,87.28,601.79,0.42,0.001388889,26.19235426,,,,,
22819,6.338611111,10-08-22 11:57:19,88.52,602.09,0.3,0.001388889,18.70882447,,,,,
22824,6.34,10-08-22 11:57:25,77.35,602.5,0.41,0.001388889,25.56872678,,,,,
22830,6.341666667,10-08-22 11:57:30,92.25,602.85,0.35,0.001666667,18.18913272,,,,,
22835,6.343055556,10-08-22 11:57:35,86.04,603.18,0.33,0.001388889,20.57970692,,,,,
22840,6.344444444,10-08-22 11:57:40,83.56,603.62,0.44,0.001388888,27.43962898,,,,,
22845,6.345833333,10-08-22 11:57:45,89.76,603.92,0.3,0.001388889,18.70882447,,,,,
22850,6.347222222,10-08-22 11:57:50,78.59,604.31,0.39,0.001388889,24.32147181,,,,,
22855,6.348611111,10-08-22 11:57:56,92.25,604.67,0.36,0.001388889,22.45058936,,,,,
22861,6.350277778,10-08-22 11:58:01,87.28,605,0.33,0.001666667,17.14975371,,,,,
22866,6.351666667,10-08-22 11:58:06,81.07,605.44,0.44,0.001388889,27.43960922,,,,,
22871,6.353055556,10-08-22 11:58:11,91,605.73,0.29,0.001388889,18.08519699,,,,,
